species,nsites,model_type,Model,effect,term,estimate,std.error,statistic,p_value,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual,r2.R2m,r2.R2c,null.deviance,df.null,deviance,r2
Anthocharis euphenoides,3,mixed,MayJun,fixed,(Intercept),0.06701927102134511,0.6481707436399553,0.10339755639846165,0.9176,16,0.5169037349238494,-16.47623701292722,40.95247402585444,44.04282891481357,32.95247402585444,12,0.08181748315742315,0.833910679864325,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,MayJun,fixed,scale(x),-0.3627954856463779,0.1490081346386797,-2.4347361070326627,0.0149,16,0.5169037349238494,-16.47623701292722,40.95247402585444,44.04282891481357,32.95247402585444,12,0.08181748315742315,0.833910679864325,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_pre,fixed,(Intercept),0.07010949786603969,0.6397867237949288,0.10958260817008125,0.9127,16,0.5234406118062637,-16.637501421110535,41.27500284222107,44.3653577311802,33.27500284222107,12,0.07440066561665853,0.8251218480484008,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_pre,fixed,scale(x),0.3414192844293287,0.14548077265579953,2.346834418023818,0.0189,16,0.5234406118062637,-16.637501421110535,41.27500284222107,44.3653577311802,33.27500284222107,12,0.07440066561665853,0.8251218480484008,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jun,fixed,(Intercept),0.06682915006884077,0.630758351292356,0.10595047997686441,0.9156,16,0.530250256610604,-16.767308261610665,41.53461652322133,44.62497141218046,33.53461652322133,12,0.07174729141743026,0.8164113517027232,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jun,fixed,scale(x),-0.33148259527178464,0.14691674159485096,-2.256261551089302,0.0241,16,0.530250256610604,-16.767308261610665,41.53461652322133,44.62497141218046,33.53461652322133,12,0.07174729141743026,0.8164113517027232,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,MayJunJul,fixed,(Intercept),0.06419602424899487,0.6280020868153637,0.10222262886822042,0.9186,16,0.5604269757308249,-17.3739056519768,42.7478113039536,45.83816619291272,34.7478113039536,12,0.056917912489479985,0.7940062804834566,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,MayJunJul,fixed,scale(x),-0.2945889982541932,0.16305184803689676,-1.806719775341222,0.0708,16,0.5604269757308249,-17.3739056519768,42.7478113039536,45.83816619291272,34.7478113039536,12,0.056917912489479985,0.7940062804834566,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,May,fixed,(Intercept),0.06307175131962407,0.6148823984008956,0.10257530786968808,0.9183,16,0.5686955742398127,-17.52986476500785,43.0597295300157,46.15008441897483,35.0597295300157,12,0.05116736500101594,0.7802725442853986,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,May,fixed,scale(x),-0.27443165910409345,0.1617888593878812,-1.6962333509389322,0.0898,16,0.5686955742398127,-17.52986476500785,43.0597295300157,46.15008441897483,35.0597295300157,12,0.05116736500101594,0.7802725442853986,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AprMayJun,fixed,(Intercept),0.062442085247366545,0.5975224614275122,0.10450165354150731,0.9168,16,0.569409908720678,-17.5387810019105,43.077562003821,46.16791689278013,35.077562003821,12,0.049522574047526205,0.7690044280871515,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AprMayJun,fixed,scale(x),-0.2636481923378077,0.15391810766864383,-1.7129121214600147,0.0867,16,0.569409908720678,-17.5387810019105,43.077562003821,46.16791689278013,35.077562003821,12,0.049522574047526205,0.7690044280871515,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JunJul,fixed,(Intercept),0.0637477642094691,0.6212210252873617,0.10261688129435241,0.9183,16,0.5731977730529229,-17.627481881580813,43.254963763161626,46.34531865212075,35.254963763161626,12,0.04796654346506328,0.7803778616492055,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JunJul,fixed,scale(x),-0.2678771368608327,0.16595107147031365,-1.6141934757483756,0.1065,16,0.5731977730529229,-17.627481881580813,43.254963763161626,46.34531865212075,35.254963763161626,12,0.04796654346506328,0.7803778616492055,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JunJulAug,fixed,(Intercept),0.06508599054980108,0.6347844759629868,0.10253242323083549,0.9183,16,0.5808741671751437,-17.782824441537933,43.565648883075866,46.65600377203499,35.565648883075866,12,0.04304622651536677,0.782201485713126,NA,NA,NA,NA
