transectid,name,value
14,p_1980_01_COG,41.36559170548634
14,p_1980_02_COG,45.15161335852839
14,p_1980_03_COG,62.216129467051516
14,p_1980_04_COG,23.163440986346174
14,p_1980_05_COG,72.4440864029751
14,p_1980_06_COG,42.36021533063663
14,p_1980_07_COG,0.06236559224705542
14,p_1980_08_COG,0.6967741995248743
14,p_1980_09_COG,1.0473118309051759
14,p_1980_10_COG,37.00752716166999
14,p_1980_11_COG,102.74623768303984
14,p_1980_12_COG,13.232258176370975
14,p_1981_01_COG,1.5526881857264427
14,p_1981_02_COG,4.196774222517527
14,p_1981_03_COG,32.16129065072665
14,p_1981_04_COG,122.65484028477823
14,p_1981_05_COG,17.51397866074757
14,p_1981_06_COG,68.21505388649561
14,p_1981_07_COG,0.01935483899808699
14,p_1981_08_COG,7.377419397395144
14,p_1981_09_COG,17.624731293609067
14,p_1981_10_COG,8.159139881851853
14,p_1981_11_COG,0.14301075674192879
14,p_1981_12_COG,215.06559376050066
14,p_1982_01_COG,85.59785014326854
14,p_1982_02_COG,30.181720682369765
14,p_1982_03_COG,66.18172073364258
14,p_1982_04_COG,28.598924903459448
14,p_1982_05_COG,7.432258142739214
14,p_1982_06_COG,0.4526881787885902
14,p_1982_07_COG,1.0182795861075002
14,p_1982_08_COG,2.7623656021170717
14,p_1982_09_COG,0.7311828061137148
14,p_1982_10_COG,20.02150556092621
14,p_1982_11_COG,215.1688193044355
14,p_1982_12_COG,27.21935506020823
14,p_1983_01_COG,0.0526881728281257
14,p_1983_02_COG,23.182795965543356
14,p_1983_03_COG,25.607527066302556
14,p_1983_04_COG,20.894623686869938
14,p_1983_05_COG,2.3784946564544915
14,p_1983_06_COG,0.6784946317634275
14,p_1983_07_COG,0.24193548947893162
14,p_1983_08_COG,0.9655914089532309
14,p_1983_09_COG,0.7258064573810946
14,p_1983_10_COG,8.477419473791635
14,p_1983_11_COG,284.7483896234984
14,p_1983_12_COG,99.9784950133293
14,p_1984_01_COG,2.9365591688021535
14,p_1984_02_COG,26.020430329025434
14,p_1984_03_COG,64.71075308194725
14,p_1984_04_COG,48.83763475315545
14,p_1984_05_COG,137.60537916614163
14,p_1984_06_COG,5.661290352062513
14,p_1984_07_COG,0
14,p_1984_08_COG,0.05591397956814817
14,p_1984_09_COG,0.5698924824114768
14,p_1984_10_COG,5.591397913873837
14,p_1984_11_COG,168.10430391373174
14,p_1984_12_COG,2.4204301196400837
14,p_1985_01_COG,41.802150931409614
14,p_1985_02_COG,154.862367486441
14,p_1985_03_COG,25.170967811858784
14,p_1985_04_COG,24.979570101666194
14,p_1985_05_COG,27.449462562479
14,p_1985_06_COG,0.2817204357475363
14,p_1985_07_COG,0.005376344166135276
14,p_1985_08_COG,0.15698924885001234
14,p_1985_09_COG,17.038709814830494
14,p_1985_10_COG,1.311827984628498
14,p_1985_11_COG,128.19032418856057
14,p_1985_12_COG,37.99784981819891
14,p_1986_01_COG,66.96559175881006
14,p_1986_02_COG,117.15376441709456
14,p_1986_03_COG,51.12580686999905
14,p_1986_04_COG,42.5860218745406
14,p_1986_05_COG,0.7849462428881276
14,p_1986_06_COG,36.99677422226116
14,p_1986_07_COG,12.41075281446339
14,p_1986_08_COG,0.02580645215767686
14,p_1986_09_COG,12.76881722456986
14,p_1986_10_COG,70.65914006387034
14,p_1986_11_COG,45.34623681345293
14,p_1986_12_COG,15.588172201507835
14,p_1987_01_COG,252.51505747149068
14,p_1987_02_COG,88.38387122205509
14,p_1987_03_COG,9.951613046789682
14,p_1987_04_COG,34.83655934692711
14,p_1987_05_COG,0.7731182783521632
14,p_1987_06_COG,3.8817204424450473
14,p_1987_07_COG,2.358064518019717
14,p_1987_08_COG,25.302150661586435
14,p_1987_09_COG,7.455914079502064
14,p_1987_10_COG,72.76559165216261
14,p_1987_11_COG,68.73655930385794
14,p_1987_12_COG,161.38064772082913
14,p_1988_01_COG,72.862365845711
14,p_1988_02_COG,28.995699031378635
14,p_1988_03_COG,13.684946301162883
14,p_1988_04_COG,48.63225842547673
14,p_1988_05_COG,35.636559537661974
14,p_1988_06_COG,14.191398010458997
14,p_1988_07_COG,0.37634409387265483
14,p_1988_08_COG,0
14,p_1988_09_COG,1.6731183045012976
14,p_1988_10_COG,92.79462416454028
14,p_1988_11_COG,55.99677452989804
14,p_1988_12_COG,17.035484001200686
14,p_1989_01_COG,23.156989333450152
14,p_1989_02_COG,96.43010764993647
14,p_1989_03_COG,43.45806493041336
14,p_1989_04_COG,73.65698951803228
14,p_1989_05_COG,54.47741965837376
14,p_1989_06_COG,14.64301093932121
14,p_1989_07_COG,0.3075268870239617
14,p_1989_08_COG,2.1290322742474976
14,p_1989_09_COG,117.32688272127541
14,p_1989_10_COG,49.67096820954354
14,p_1989_11_COG,226.75376654183992
14,p_1989_12_COG,168.5978523992723
14,p_1990_01_COG,66.83118311564128
14,p_1990_02_COG,0.0645161315958987
14,p_1990_03_COG,29.43010773197297
14,p_1990_04_COG,143.9731212328839
14,p_1990_05_COG,34.04838742492019
14,p_1990_06_COG,0.3989247368868961
14,p_1990_07_COG,11.391398031544941
14,p_1990_08_COG,3.6956989411064374
14,p_1990_09_COG,33.70215085757676
14,p_1990_10_COG,92.05806469660934
14,p_1990_11_COG,36.81182820309875
14,p_1990_12_COG,32.84086034631216
14,p_1991_01_COG,10.494623812296057
14,p_1991_02_COG,73.60752729190293
14,p_1991_03_COG,100.55268876270581
14,p_1991_04_COG,17.958064663794733
14,p_1991_05_COG,5.672043034866933
14,p_1991_06_COG,19.51612909378544
14,p_1991_07_COG,1.068817207249262
14,p_1991_08_COG,0.24193548843745263
14,p_1991_09_COG,60.28817226040748
14,p_1991_10_COG,57.66021552137149
14,p_1991_11_COG,30.88494643344674
14,p_1991_12_COG,29.29677438223234
14,p_1992_01_COG,37.57634445928758
14,p_1992_02_COG,43.83333364097021
14,p_1992_03_COG,34.34946265271915
14,p_1992_04_COG,41.28172084849368
14,p_1992_05_COG,2.65483872928927
14,p_1992_06_COG,68.10645195745653
14,p_1992_07_COG,7.607526908398316
14,p_1992_08_COG,1.0043010706863096
14,p_1992_09_COG,13.219354967917166
14,p_1992_10_COG,88.70967782953734
14,p_1992_11_COG,18.00107535495553
14,p_1992_12_COG,30.443011017255884
14,p_1993_01_COG,1.567741944985364
14,p_1993_02_COG,25.09677435762139
14,p_1993_03_COG,40.99569931850638
14,p_1993_04_COG,56.40967789516654
14,p_1993_05_COG,36.81827986112205
14,p_1993_06_COG,0.6419354880689293
14,p_1993_07_COG,0
14,p_1993_08_COG,0.009677419499043495
14,p_1993_09_COG,3.5387096803194735
14,p_1993_10_COG,77.14193623040312
14,p_1993_11_COG,55.694623947143555
14,p_1993_12_COG,0.9924731230543505
14,p_1994_01_COG,58.601075531334004
14,p_1994_02_COG,83.61935539655788
14,p_1994_03_COG,2.802150542377144
14,p_1994_04_COG,35.33333364097021
14,p_1994_05_COG,27.206451944125597
14,p_1994_06_COG,0.018279570405201246
14,p_1994_07_COG,0.030107527330357542
14,p_1994_08_COG,0.16881720817858173
14,p_1994_09_COG,19.365591572177024
14,p_1994_10_COG,37.98494648677047
14,p_1994_11_COG,38.47849486976541
14,p_1994_12_COG,3.2731182984607194
14,p_1995_01_COG,16.405376372798795
14,p_1995_02_COG,13.689247382584439
14,p_1995_03_COG,24.596774234566638
14,p_1995_04_COG,9.182795811724919
14,p_1995_05_COG,1.2129032357886274
14,p_1995_06_COG,30.65914002285209
14,p_1995_07_COG,0.16021505735253774
14,p_1995_08_COG,6.109677485560858
14,p_1995_09_COG,9.952688278370006
14,p_1995_10_COG,2.9021505527598883
14,p_1995_11_COG,60.26989294892998
14,p_1995_12_COG,182.45484144969652
14,p_1996_01_COG,275.60860484133485
14,p_1996_02_COG,76.3000000984438
14,p_1996_03_COG,38.7870971925797
14,p_1996_04_COG,28.373118431337417
14,p_1996_05_COG,104.11075255691364
14,p_1996_06_COG,2.623655937211488
14,p_1996_07_COG,3.036559159396797
14,p_1996_08_COG,11.091397971155182
14,p_1996_09_COG,54.09139840320874
14,p_1996_10_COG,40.40645183029995
14,p_1996_11_COG,156.98494745069934
14,p_1996_12_COG,327.4655955324891
14,p_1997_01_COG,204.13871322139616
14,p_1997_02_COG,0.06666666733962233
14,p_1997_03_COG,1.805376365860944
14,p_1997_04_COG,59.81935521607758
14,p_1997_05_COG,48.12903234010102
14,p_1997_06_COG,25.290322765227288
14,p_1997_07_COG,0.010752688332270551
14,p_1997_08_COG,6.011828035757106
14,p_1997_09_COG,77.45483886554678
14,p_1997_10_COG,31.447312047404626
14,p_1997_11_COG,213.03763732089791
14,p_1997_12_COG,194.3978527438256
14,p_1998_01_COG,24.11935491459344
14,p_1998_02_COG,89.71075316398374
14,p_1998_03_COG,27.28494644165039
14,p_1998_04_COG,31.998925182127184
14,p_1998_05_COG,70.9892473528462
14,p_1998_06_COG,25.374193776038386
14,p_1998_07_COG,0.6569892492505812
14,p_1998_08_COG,0.8978494685343517
14,p_1998_09_COG,50.35161332161196
14,p_1998_10_COG,0.29247312375935175
14,p_1998_11_COG,3.3397849721293293
14,p_1998_12_COG,40.30537677067582
14,p_1999_01_COG,31.94193567255492
14,p_1999_02_COG,35.73978526617891
14,p_1999_03_COG,56.243011146463374
14,p_1999_04_COG,7.283871029974312
14,p_1999_05_COG,6.196774262894866
14,p_1999_06_COG,1.8107526918412538
14,p_1999_07_COG,0.13440860479429204
14,p_1999_08_COG,0.03440860266326576
14,p_1999_09_COG,27.656989251413652
14,p_1999_10_COG,138.21290489935106
14,p_1999_11_COG,50.81397878995506
14,p_1999_12_COG,50.193548735751904
14,p_2000_01_COG,13.618279744220036
14,p_2000_02_COG,0.041935484495855144
14,p_2000_03_COG,13.120430328512704
14,p_2000_04_COG,106.88279650288243
14,p_2000_05_COG,104.20752740675404
14,p_2000_06_COG,0.625806465825086
14,p_2000_07_COG,0.07741935471052765
14,p_2000_08_COG,0.041935484095286295
14,p_2000_09_COG,33.106451916438274
14,p_2000_10_COG,85.0376347777664
14,p_2000_11_COG,81.63978538718276
14,p_2000_12_COG,148.9000028384629
14,p_2001_01_COG,124.16129294774865
14,p_2001_02_COG,26.84731202484459
14,p_2001_03_COG,82.94731205765919
14,p_2001_04_COG,12.734408650026527
14,p_2001_05_COG,52.63225850751323
14,p_2001_06_COG,3.834408654480852
14,p_2001_07_COG,0.8161290440988797
14,p_2001_08_COG,0.23978495141190867
14,p_2001_09_COG,54.7870969464702
14,p_2001_10_COG,175.06021692419566
14,p_2001_11_COG,32.263441024288056
14,p_2001_12_COG,67.80645206410398
14,p_2002_01_COG,17.553763425478373
14,p_2002_02_COG,3.896774198178963
14,p_2002_03_COG,98.65914006387034
14,p_2002_04_COG,84.07741952711537
14,p_2002_05_COG,41.42903251545403
14,p_2002_06_COG,31.475268968971825
14,p_2002_07_COG,0.06236559328853443
14,p_2002_08_COG,1.498924740540084
14,p_2002_09_COG,24.383871129764024
14,p_2002_10_COG,34.556989598017864
14,p_2002_11_COG,171.75484171221333
14,p_2002_12_COG,76.16451653101112
14,p_2003_01_COG,59.30107545339933
14,p_2003_02_COG,75.81612962292087
14,p_2003_03_COG,49.302151013446114
